SampleID,A type,B type
train1070,Numerical,Numerical
train1071,Numerical,Numerical
train1072,Numerical,Numerical
train1073,Numerical,Numerical
train1074,Numerical,Numerical
train1075,Numerical,Numerical
train1076,Numerical,Numerical
train1077,Numerical,Numerical
train1078,Numerical,Numerical
train1079,Numerical,Numerical
train1080,Numerical,Numerical
train1081,Numerical,Numerical
train1082,Numerical,Numerical
train1083,Numerical,Numerical
train1084,Numerical,Numerical
train1085,Numerical,Numerical
train1086,Numerical,Numerical
train1087,Numerical,Numerical
train1088,Numerical,Numerical
train1089,Numerical,Numerical
train1090,Numerical,Numerical
train1091,Numerical,Numerical
train1092,Numerical,Numerical
train1093,Numerical,Numerical
train1094,Numerical,Numerical
train1095,Numerical,Numerical
train1096,Numerical,Numerical
train1097,Numerical,Numerical
train1098,Numerical,Numerical
train1099,Numerical,Numerical
train1100,Numerical,Numerical
train1101,Numerical,Numerical
train1102,Numerical,Numerical
train1103,Numerical,Numerical
train1104,Numerical,Numerical
train1105,Numerical,Numerical
train1106,Numerical,Numerical
train1107,Numerical,Numerical
train1108,Numerical,Numerical
train1109,Numerical,Numerical
train1110,Numerical,Numerical
train1111,Numerical,Numerical
train1112,Numerical,Numerical
train1113,Numerical,Numerical
train1114,Numerical,Numerical
train1115,Numerical,Numerical
train1116,Numerical,Numerical
train1117,Numerical,Numerical
train1118,Numerical,Numerical
train1119,Numerical,Numerical
train1120,Numerical,Numerical
train1121,Numerical,Numerical
train1122,Numerical,Numerical
train1123,Numerical,Numerical
train1124,Numerical,Numerical
train1125,Numerical,Numerical
train1126,Numerical,Numerical
train1127,Numerical,Numerical
train1128,Numerical,Numerical
train1129,Numerical,Numerical
train1130,Numerical,Numerical
train1131,Numerical,Numerical
train1132,Numerical,Numerical
train1133,Numerical,Numerical
train1134,Numerical,Numerical
train1135,Numerical,Numerical
train1136,Numerical,Numerical
train1137,Numerical,Numerical
train1138,Numerical,Numerical
train1139,Numerical,Numerical
train1140,Numerical,Numerical
train1141,Numerical,Numerical
train1142,Numerical,Numerical
train1143,Numerical,Numerical
train1144,Numerical,Numerical
train1145,Numerical,Numerical
train1146,Numerical,Numerical
train1147,Numerical,Numerical
train1148,Numerical,Numerical
train1149,Numerical,Numerical
train1150,Numerical,Numerical
train1151,Numerical,Numerical
train1152,Numerical,Numerical
train1153,Numerical,Numerical
train1154,Numerical,Numerical
train1155,Numerical,Numerical
train1156,Numerical,Numerical
train1157,Numerical,Numerical
train1158,Numerical,Numerical
train1159,Numerical,Numerical
train1160,Numerical,Numerical
train1161,Numerical,Numerical
train1162,Numerical,Numerical
train1163,Numerical,Numerical
train1164,Numerical,Numerical
train1165,Numerical,Numerical
train1166,Numerical,Numerical
train1167,Numerical,Numerical
train1168,Numerical,Numerical
train1169,Numerical,Numerical
train1170,Numerical,Numerical
train1171,Numerical,Numerical
train1172,Numerical,Numerical
train1173,Numerical,Numerical
train1174,Numerical,Numerical
train1175,Numerical,Numerical
train1176,Numerical,Numerical
train1177,Numerical,Numerical
train1178,Numerical,Numerical
train1179,Numerical,Numerical
train1180,Numerical,Numerical
train1181,Numerical,Numerical
train1182,Numerical,Numerical
train1183,Numerical,Numerical
train1184,Numerical,Numerical
train1185,Numerical,Numerical
train1186,Numerical,Numerical
train1187,Numerical,Numerical
train1188,Numerical,Numerical
train1189,Numerical,Numerical
train1190,Numerical,Numerical
train1191,Numerical,Numerical
train1192,Numerical,Numerical
train1193,Numerical,Numerical
train1194,Numerical,Numerical
train1195,Numerical,Numerical
train1196,Numerical,Numerical
train1197,Numerical,Numerical
train1198,Numerical,Numerical
train1199,Numerical,Numerical
train1200,Numerical,Numerical
train1201,Numerical,Numerical
train1202,Numerical,Numerical
train1203,Numerical,Numerical
train1204,Numerical,Numerical
train1205,Numerical,Numerical
train1206,Numerical,Numerical
train1207,Numerical,Numerical
train1208,Numerical,Numerical
train1209,Numerical,Numerical
train1210,Numerical,Numerical
train1211,Numerical,Numerical
train1212,Numerical,Numerical
train1213,Numerical,Numerical
train1214,Numerical,Numerical
train1215,Numerical,Numerical
train1216,Numerical,Numerical
train1217,Numerical,Numerical
train1218,Numerical,Numerical
train1219,Numerical,Numerical
train1220,Numerical,Numerical
train1221,Numerical,Numerical
train1222,Numerical,Numerical
train1223,Numerical,Numerical
train1224,Numerical,Numerical
train1225,Numerical,Numerical
train1226,Numerical,Numerical
train1227,Numerical,Numerical
train1228,Numerical,Numerical
train1229,Numerical,Numerical
train1230,Numerical,Numerical
train1231,Numerical,Numerical
train1232,Numerical,Numerical
train1233,Numerical,Numerical
train1234,Numerical,Numerical
train1235,Numerical,Numerical
train1236,Numerical,Numerical
train1237,Numerical,Numerical
train1238,Numerical,Numerical
train1239,Numerical,Numerical
train1240,Numerical,Numerical
train1241,Numerical,Numerical
train1242,Numerical,Numerical
train1243,Numerical,Numerical
train1244,Numerical,Numerical
train1245,Numerical,Numerical
train1246,Numerical,Numerical
train1247,Numerical,Numerical
train1248,Numerical,Numerical
train1249,Numerical,Numerical
train1250,Numerical,Numerical
train1251,Numerical,Numerical
train1252,Numerical,Numerical
train1253,Numerical,Numerical
train1254,Numerical,Numerical
train1255,Numerical,Numerical
train1256,Numerical,Numerical
train1257,Numerical,Numerical
train1258,Numerical,Numerical
train1259,Numerical,Numerical
train1260,Numerical,Numerical
train1261,Numerical,Numerical
train1262,Numerical,Numerical
train1263,Numerical,Numerical
train1264,Numerical,Numerical
train1265,Numerical,Numerical
train1266,Numerical,Numerical
train1267,Numerical,Numerical
train1268,Numerical,Numerical
train1269,Numerical,Numerical
train1270,Numerical,Numerical
train1271,Numerical,Numerical
train1272,Numerical,Numerical
train1273,Numerical,Numerical
train1274,Numerical,Numerical
train1275,Numerical,Numerical
train1276,Numerical,Numerical
train1277,Numerical,Numerical
train1278,Numerical,Numerical
train1279,Numerical,Numerical
train1280,Numerical,Numerical
train1281,Numerical,Numerical
train1282,Numerical,Numerical
train1283,Numerical,Numerical
train1284,Numerical,Numerical
train1285,Numerical,Numerical
train1286,Numerical,Numerical
train1287,Numerical,Numerical
train1288,Numerical,Numerical
train1289,Numerical,Numerical
train1290,Numerical,Numerical
train1291,Numerical,Numerical
train1292,Numerical,Numerical
train1293,Numerical,Numerical
train1294,Numerical,Numerical
train1295,Numerical,Numerical
train1296,Numerical,Numerical
train1297,Numerical,Numerical
train1298,Numerical,Numerical
train1299,Numerical,Numerical
train1300,Numerical,Numerical
train1301,Numerical,Numerical
train1302,Numerical,Numerical
train1303,Numerical,Numerical
train1304,Numerical,Numerical
train1305,Numerical,Numerical
train1306,Numerical,Numerical
train1307,Numerical,Numerical
train1308,Numerical,Numerical
train1309,Numerical,Numerical
train1310,Numerical,Numerical
train1311,Numerical,Numerical
train1312,Numerical,Numerical
train1313,Numerical,Numerical
train1314,Numerical,Numerical
train1315,Numerical,Numerical
train1316,Numerical,Numerical
train1317,Numerical,Numerical
train1318,Numerical,Numerical
train1319,Numerical,Numerical
train1320,Numerical,Numerical
train1321,Numerical,Numerical
train1322,Numerical,Numerical
train1323,Numerical,Numerical
train1324,Numerical,Numerical
train1325,Numerical,Numerical
train1326,Numerical,Numerical
train1327,Numerical,Numerical
train1328,Numerical,Numerical
train1329,Numerical,Numerical
train1330,Numerical,Numerical
train1331,Numerical,Numerical
train1332,Numerical,Numerical
train1333,Numerical,Numerical
train1334,Numerical,Numerical
train1335,Numerical,Numerical
train1336,Numerical,Numerical
train1337,Numerical,Numerical
train1338,Numerical,Numerical
train1339,Numerical,Numerical
train1340,Numerical,Numerical
train1341,Numerical,Numerical
train1342,Numerical,Numerical
train1343,Numerical,Numerical
train1344,Numerical,Numerical
train1345,Numerical,Numerical
train1346,Numerical,Numerical
train1347,Numerical,Numerical
train1348,Numerical,Numerical
train1349,Numerical,Numerical
train1350,Numerical,Numerical
train1351,Numerical,Numerical
train1352,Numerical,Numerical
train1353,Numerical,Numerical
train1354,Numerical,Numerical
train1355,Numerical,Numerical
train1356,Numerical,Numerical
train1357,Numerical,Numerical
train1358,Numerical,Numerical
train1359,Numerical,Numerical
train1360,Numerical,Numerical
train1361,Numerical,Numerical
train1362,Numerical,Numerical
train1363,Numerical,Numerical
train1364,Numerical,Numerical
train1365,Numerical,Numerical
train1366,Numerical,Numerical
train1367,Numerical,Numerical
train1368,Numerical,Numerical
train1369,Numerical,Numerical
train1370,Numerical,Numerical
train1371,Numerical,Numerical
train1372,Numerical,Numerical
train1373,Numerical,Numerical
train1374,Numerical,Numerical
train1375,Numerical,Numerical
train1376,Numerical,Numerical
train1377,Numerical,Numerical
train1378,Numerical,Numerical
train1379,Numerical,Numerical
train1380,Numerical,Numerical
train1381,Numerical,Numerical
train1382,Numerical,Numerical
train1383,Numerical,Numerical
train1384,Numerical,Numerical
train1385,Numerical,Numerical
train1386,Numerical,Numerical
train1387,Numerical,Numerical
train1388,Numerical,Numerical
train1389,Numerical,Numerical
train1390,Numerical,Numerical
train1391,Numerical,Numerical
train1392,Numerical,Numerical
train1393,Numerical,Numerical
train1394,Numerical,Numerical
train1395,Numerical,Numerical
train1396,Numerical,Numerical
train1397,Numerical,Numerical
train1398,Numerical,Numerical
train1399,Numerical,Numerical
train1400,Numerical,Numerical
train1401,Numerical,Numerical
train1402,Numerical,Numerical
train1403,Numerical,Numerical
train1404,Numerical,Numerical
train1405,Numerical,Numerical
train1406,Numerical,Numerical
train1407,Numerical,Numerical
train1408,Numerical,Numerical
train1409,Numerical,Numerical
train1410,Numerical,Numerical
train1411,Numerical,Numerical
train1412,Numerical,Numerical
train1413,Numerical,Numerical
train1414,Numerical,Numerical
train1415,Numerical,Numerical
train1416,Numerical,Numerical
train1417,Numerical,Numerical
train1418,Numerical,Numerical
train1419,Numerical,Numerical
train1420,Numerical,Numerical
train1421,Numerical,Numerical
train1422,Numerical,Numerical
train1423,Numerical,Numerical
train1424,Numerical,Numerical
train1425,Numerical,Numerical
train1426,Numerical,Numerical
train1427,Numerical,Numerical
train1428,Numerical,Numerical
train1429,Numerical,Numerical
train1430,Numerical,Numerical
train1431,Numerical,Numerical
train1432,Numerical,Numerical
train1433,Numerical,Numerical
train1434,Numerical,Numerical
train1435,Numerical,Numerical
train1436,Numerical,Numerical
train1437,Numerical,Numerical
train1438,Numerical,Numerical
train1439,Numerical,Numerical
train1440,Numerical,Numerical
train1441,Numerical,Numerical
train1442,Numerical,Numerical
train1443,Numerical,Numerical
train1444,Numerical,Numerical
train1445,Numerical,Numerical
train1446,Numerical,Numerical
train1447,Numerical,Numerical
train1448,Numerical,Numerical
train1449,Numerical,Numerical
train1450,Numerical,Numerical
train1451,Numerical,Numerical
train1452,Numerical,Numerical
train1453,Numerical,Numerical
train1454,Numerical,Numerical
train1455,Numerical,Numerical
train1456,Numerical,Numerical
train1457,Numerical,Numerical
train1458,Numerical,Numerical
train1459,Numerical,Numerical
train1460,Numerical,Numerical
train1461,Numerical,Numerical
train1462,Numerical,Numerical
train1463,Numerical,Numerical
train1464,Numerical,Numerical
train1465,Numerical,Numerical
train1466,Numerical,Numerical
train1467,Numerical,Numerical
train1468,Numerical,Numerical
train1469,Numerical,Numerical
train1470,Numerical,Numerical
train1471,Numerical,Numerical
train1472,Numerical,Numerical
train1473,Numerical,Numerical
train1474,Numerical,Numerical
train1475,Numerical,Numerical
train1476,Numerical,Numerical
train1477,Numerical,Numerical
train1478,Numerical,Numerical
train1479,Numerical,Numerical
train1480,Numerical,Numerical
train1481,Numerical,Numerical
train1482,Numerical,Numerical
train1483,Numerical,Numerical
train1484,Numerical,Numerical
train1485,Numerical,Numerical
train1486,Numerical,Numerical
train1487,Numerical,Numerical
train1488,Numerical,Numerical
train1489,Numerical,Numerical
train1490,Numerical,Numerical
train1491,Numerical,Numerical
train1492,Numerical,Numerical
train1493,Numerical,Numerical
train1494,Numerical,Numerical
train1495,Numerical,Numerical
train1496,Numerical,Numerical
train1497,Numerical,Numerical
train1498,Numerical,Numerical
train1499,Numerical,Numerical
train1500,Numerical,Numerical
train1501,Numerical,Numerical
train1502,Numerical,Numerical
train1503,Numerical,Numerical
train1504,Numerical,Numerical
train1505,Numerical,Numerical
train1506,Numerical,Numerical
train1507,Numerical,Numerical
train1508,Numerical,Numerical
train1509,Numerical,Numerical
train1510,Numerical,Numerical
train1511,Numerical,Numerical
train1512,Numerical,Numerical
train1513,Numerical,Numerical
train1514,Numerical,Numerical
train1515,Numerical,Numerical
train1516,Numerical,Numerical
train1517,Numerical,Numerical
train1518,Numerical,Numerical
train1519,Numerical,Numerical
train1520,Numerical,Numerical
train1521,Numerical,Numerical
train1522,Numerical,Numerical
train1523,Numerical,Numerical
train1524,Numerical,Numerical
train1525,Numerical,Numerical
train1526,Numerical,Numerical
train1527,Numerical,Numerical
train1528,Numerical,Numerical
train1529,Numerical,Numerical
train1530,Numerical,Numerical
train1531,Numerical,Numerical
train1532,Numerical,Numerical
train1533,Numerical,Numerical
train1534,Numerical,Numerical
train1535,Numerical,Numerical
train1536,Numerical,Numerical
train1537,Numerical,Numerical
train1538,Numerical,Numerical
train1539,Numerical,Numerical
train1540,Numerical,Numerical
train1541,Numerical,Numerical
train1542,Numerical,Numerical
train1543,Numerical,Numerical
train1544,Numerical,Numerical
train1545,Numerical,Numerical
train1546,Numerical,Numerical
train1547,Numerical,Numerical
train1548,Numerical,Numerical
train1549,Numerical,Numerical
train1550,Numerical,Numerical
train1551,Numerical,Numerical
train1552,Numerical,Numerical
train1553,Numerical,Numerical
train1554,Numerical,Numerical
train1555,Numerical,Numerical
train1556,Numerical,Numerical
train1557,Numerical,Numerical
train1558,Numerical,Numerical
train1559,Numerical,Numerical
train1560,Numerical,Numerical
train1561,Numerical,Numerical
train1562,Numerical,Numerical
train1563,Numerical,Numerical
train1564,Numerical,Numerical
train1565,Numerical,Numerical
train1566,Numerical,Numerical
train1567,Numerical,Numerical
train1568,Numerical,Numerical
train1569,Numerical,Numerical
train1570,Numerical,Numerical
train1571,Numerical,Numerical
train1572,Numerical,Numerical
train1573,Numerical,Numerical
train1574,Numerical,Numerical
train1575,Numerical,Numerical
train1576,Numerical,Numerical
train1577,Numerical,Numerical
train1578,Numerical,Numerical
train1579,Numerical,Numerical
train1580,Numerical,Numerical
train1581,Numerical,Numerical
train1582,Numerical,Numerical
train1583,Numerical,Numerical
train1584,Numerical,Numerical
train1585,Numerical,Numerical
train1586,Numerical,Numerical
train1587,Numerical,Numerical
train1588,Numerical,Numerical
train1589,Numerical,Numerical
train1590,Numerical,Numerical
train1591,Numerical,Numerical
train1592,Numerical,Numerical
train1593,Numerical,Numerical
train1594,Numerical,Numerical
train1595,Numerical,Numerical
train1596,Numerical,Numerical
train1597,Numerical,Numerical
train1598,Numerical,Numerical
train1599,Numerical,Numerical
train1600,Numerical,Numerical
train1601,Numerical,Numerical
train1602,Numerical,Numerical
train1603,Numerical,Numerical
train1604,Numerical,Numerical
train1605,Numerical,Numerical
train1606,Numerical,Numerical
train1607,Numerical,Numerical
train1608,Numerical,Numerical
train1609,Numerical,Numerical
train1610,Numerical,Numerical
train1611,Numerical,Numerical
train1612,Numerical,Numerical
train1613,Numerical,Numerical
train1614,Numerical,Numerical
train1615,Numerical,Numerical
train1616,Numerical,Numerical
train1617,Numerical,Numerical
train1618,Numerical,Numerical
train1619,Numerical,Numerical
train1620,Numerical,Numerical
train1621,Numerical,Numerical
train1622,Numerical,Numerical
train1623,Numerical,Numerical
train1624,Numerical,Numerical
train1625,Numerical,Numerical
train1626,Numerical,Numerical
train1627,Numerical,Numerical
train1628,Numerical,Numerical
train1629,Numerical,Numerical
train1630,Numerical,Numerical
train1631,Numerical,Numerical
train1632,Numerical,Numerical
train1633,Numerical,Numerical
train1634,Numerical,Numerical
train1635,Numerical,Numerical
train1636,Numerical,Numerical
train1637,Numerical,Numerical
train1638,Numerical,Numerical
train1639,Numerical,Numerical
train1640,Numerical,Numerical
train1641,Numerical,Numerical
train1642,Numerical,Numerical
train1643,Numerical,Numerical
train1644,Numerical,Numerical
train1645,Numerical,Numerical
train1646,Numerical,Numerical
train1647,Numerical,Numerical
train1648,Numerical,Numerical
train1649,Numerical,Numerical
train1650,Numerical,Numerical
train1651,Numerical,Numerical
train1652,Numerical,Numerical
train1653,Numerical,Numerical
train1654,Numerical,Numerical
train1655,Numerical,Numerical
train1656,Numerical,Numerical
train1657,Numerical,Numerical
train1658,Numerical,Numerical
train1659,Numerical,Numerical
train1660,Numerical,Numerical
train1661,Numerical,Numerical
train1662,Numerical,Numerical
train1663,Numerical,Numerical
train1664,Numerical,Numerical
train1665,Numerical,Numerical
train1666,Numerical,Numerical
train1667,Numerical,Numerical
train1668,Numerical,Numerical
train1669,Numerical,Numerical
train1670,Numerical,Numerical
train1671,Numerical,Numerical
train1672,Numerical,Numerical
train1673,Numerical,Numerical
train1674,Numerical,Numerical
train1675,Numerical,Numerical
train1676,Numerical,Numerical
train1677,Numerical,Numerical
train1678,Numerical,Numerical
train1679,Numerical,Numerical
train1680,Numerical,Numerical
train1681,Numerical,Numerical
train1682,Numerical,Numerical
train1683,Numerical,Numerical
train1684,Numerical,Numerical
train1685,Numerical,Numerical
train1686,Numerical,Numerical
train1687,Numerical,Numerical
train1688,Numerical,Numerical
train1689,Numerical,Numerical
train1690,Numerical,Numerical
train1691,Numerical,Numerical
train1692,Numerical,Numerical
train1693,Numerical,Numerical
train1694,Numerical,Numerical
train1695,Numerical,Numerical
train1696,Numerical,Numerical
train1697,Numerical,Numerical
train1698,Numerical,Numerical
train1699,Numerical,Numerical
train1700,Numerical,Numerical
train1701,Numerical,Numerical
train1702,Numerical,Numerical
train1703,Numerical,Numerical
train1704,Numerical,Numerical
train1705,Numerical,Numerical
train1706,Numerical,Numerical
train1707,Numerical,Numerical
train1708,Numerical,Numerical
train1709,Numerical,Numerical
train1710,Numerical,Numerical
train1711,Numerical,Numerical
train1712,Numerical,Numerical
train1713,Numerical,Numerical
train1714,Numerical,Numerical
train1715,Numerical,Numerical
train1716,Numerical,Numerical
train1717,Numerical,Numerical
train1718,Numerical,Numerical
train1719,Numerical,Numerical
train1720,Numerical,Numerical
train1721,Numerical,Numerical
train1722,Numerical,Numerical
train1723,Numerical,Numerical
train1724,Numerical,Numerical
train1725,Numerical,Numerical
train1726,Numerical,Numerical
train1727,Numerical,Numerical
train1728,Numerical,Numerical
train1729,Numerical,Numerical
train1730,Numerical,Numerical
train1731,Numerical,Numerical
train1732,Numerical,Numerical
train1733,Numerical,Numerical
train1734,Numerical,Numerical
train1735,Numerical,Numerical
train1736,Numerical,Numerical
train1737,Numerical,Numerical
train1738,Numerical,Numerical
train1739,Numerical,Numerical
train1740,Numerical,Numerical
train1741,Numerical,Numerical
train1742,Numerical,Numerical
train1743,Numerical,Numerical
train1744,Numerical,Numerical
train1745,Numerical,Numerical
train1746,Numerical,Numerical
train1747,Numerical,Numerical
train1748,Numerical,Numerical
train1749,Numerical,Numerical
train1750,Numerical,Numerical
train1751,Numerical,Numerical
train1752,Numerical,Numerical
train1753,Numerical,Numerical
train1754,Numerical,Numerical
train1755,Numerical,Numerical
train1756,Numerical,Numerical
train1757,Numerical,Numerical
train1758,Numerical,Numerical
train1759,Numerical,Numerical
train1760,Numerical,Numerical
train1761,Numerical,Numerical
train1762,Numerical,Numerical
train1763,Numerical,Numerical
train1764,Numerical,Numerical
train1765,Numerical,Numerical
train1766,Numerical,Numerical
train1767,Numerical,Numerical
train1768,Numerical,Numerical
train1769,Numerical,Numerical
train1770,Numerical,Numerical
train1771,Numerical,Numerical
train1772,Numerical,Numerical
train1773,Numerical,Numerical
train1774,Numerical,Numerical
train1775,Numerical,Numerical
train1776,Numerical,Numerical
train1777,Numerical,Numerical
train1778,Numerical,Numerical
train1779,Numerical,Numerical
train1780,Numerical,Numerical
train1781,Numerical,Numerical
train1782,Numerical,Numerical
train1783,Numerical,Numerical
train1784,Numerical,Numerical
train1785,Numerical,Numerical
train1786,Numerical,Numerical
train1787,Numerical,Numerical
train1788,Numerical,Numerical
train1789,Numerical,Numerical
train1790,Numerical,Numerical
train1791,Numerical,Numerical
train1792,Numerical,Numerical
train1793,Numerical,Numerical
train1794,Numerical,Numerical
train1795,Numerical,Numerical
train1796,Numerical,Numerical
train1797,Numerical,Numerical
train1798,Numerical,Numerical
train1799,Numerical,Numerical
train1800,Numerical,Numerical
train1801,Numerical,Numerical
train1802,Numerical,Numerical
train1803,Numerical,Numerical
train1804,Numerical,Numerical
train1805,Numerical,Numerical
train1806,Numerical,Numerical
train1807,Numerical,Numerical
train1808,Numerical,Numerical
train1809,Numerical,Numerical
train1810,Numerical,Numerical
train1811,Numerical,Numerical
train1812,Numerical,Numerical
train1813,Numerical,Numerical
train1814,Numerical,Numerical
train1815,Numerical,Numerical
train1816,Numerical,Numerical
train1817,Numerical,Numerical
train1818,Numerical,Numerical
train1819,Numerical,Numerical
train1820,Numerical,Numerical
train1821,Numerical,Numerical
train1822,Numerical,Numerical
train1823,Numerical,Numerical
train1824,Numerical,Numerical
train1825,Numerical,Numerical
train1826,Numerical,Numerical
train1827,Numerical,Numerical
train1828,Numerical,Numerical
train1829,Numerical,Numerical
train1830,Numerical,Numerical
train1831,Numerical,Numerical
train1832,Numerical,Numerical
train1833,Numerical,Numerical
train1834,Numerical,Numerical
train1835,Numerical,Numerical
train1836,Numerical,Numerical
train1837,Numerical,Numerical
train1838,Numerical,Numerical
train1839,Numerical,Numerical
train1840,Numerical,Numerical
train1841,Numerical,Numerical
train1842,Numerical,Numerical
train1843,Numerical,Numerical
train1844,Numerical,Numerical
train1845,Numerical,Numerical
train1846,Numerical,Numerical
train1847,Numerical,Numerical
train1848,Numerical,Numerical
train1849,Numerical,Numerical
train1850,Numerical,Numerical
train1851,Numerical,Numerical
train1852,Numerical,Numerical
train1853,Numerical,Numerical
train1854,Numerical,Numerical
train1855,Numerical,Numerical
train1856,Numerical,Numerical
train1857,Numerical,Numerical
train1858,Numerical,Numerical
train1859,Numerical,Numerical
train1860,Numerical,Numerical
train1861,Numerical,Numerical
train1862,Numerical,Numerical
train1863,Numerical,Numerical
train1864,Numerical,Numerical
train1865,Numerical,Numerical
train1866,Numerical,Numerical
train1867,Numerical,Numerical
train1868,Numerical,Numerical
train1869,Numerical,Numerical
train1870,Numerical,Numerical
train1871,Numerical,Numerical
train1872,Numerical,Numerical
train1873,Numerical,Numerical
train1874,Numerical,Numerical
train1875,Numerical,Numerical
train1876,Numerical,Numerical
train1877,Numerical,Numerical
train1878,Numerical,Numerical
train1879,Numerical,Numerical
train1880,Numerical,Numerical
train1881,Numerical,Numerical
train1882,Numerical,Numerical
train1883,Numerical,Numerical
train1884,Numerical,Numerical
train1885,Numerical,Numerical
train1886,Numerical,Numerical
train1887,Numerical,Numerical
train1888,Numerical,Numerical
train1889,Numerical,Numerical
train1890,Numerical,Numerical
train1891,Numerical,Numerical
train1892,Numerical,Numerical
train1893,Numerical,Numerical
train1894,Numerical,Numerical
train1895,Numerical,Numerical
train1896,Numerical,Numerical
train1897,Numerical,Numerical
train1898,Numerical,Numerical
train1899,Numerical,Numerical
train1900,Numerical,Numerical
train1901,Numerical,Numerical
train1902,Numerical,Numerical
train1903,Numerical,Numerical
train1904,Numerical,Numerical
train1905,Numerical,Numerical
train1906,Numerical,Numerical
train1907,Numerical,Numerical
train1908,Numerical,Numerical
train1909,Numerical,Numerical
train1910,Numerical,Numerical
train1911,Numerical,Numerical
train1912,Numerical,Numerical
train1913,Numerical,Numerical
train1914,Numerical,Numerical
train1915,Numerical,Numerical
train1916,Numerical,Numerical
train1917,Numerical,Numerical
train1918,Numerical,Numerical
train1919,Numerical,Numerical
train1920,Numerical,Numerical
train1921,Numerical,Numerical
train1922,Numerical,Numerical
train1923,Numerical,Numerical
train1924,Numerical,Numerical
train1925,Numerical,Numerical
train1926,Numerical,Numerical
train1927,Numerical,Numerical
train1928,Numerical,Numerical
train1929,Numerical,Numerical
train1930,Numerical,Numerical
train1931,Numerical,Numerical
train1932,Numerical,Numerical
train1933,Numerical,Numerical
train1934,Numerical,Numerical
train1935,Numerical,Numerical
train1936,Numerical,Numerical
train1937,Numerical,Numerical
train1938,Numerical,Numerical
train1939,Numerical,Numerical
train1940,Numerical,Numerical
train1941,Numerical,Numerical
train1942,Numerical,Numerical
train1943,Numerical,Numerical
train1944,Numerical,Numerical
train1945,Numerical,Numerical
train1946,Numerical,Numerical
train1947,Numerical,Numerical
train1948,Numerical,Numerical
train1949,Numerical,Numerical
train1950,Numerical,Numerical
train1951,Numerical,Numerical
train1952,Numerical,Numerical
train1953,Numerical,Numerical
train1954,Numerical,Numerical
train1955,Numerical,Numerical
train1956,Numerical,Numerical
train1957,Numerical,Numerical
train1958,Numerical,Numerical
train1959,Numerical,Numerical
train1960,Numerical,Numerical
train1961,Numerical,Numerical
train1962,Numerical,Numerical
train1963,Numerical,Numerical
train1964,Numerical,Numerical
train1965,Numerical,Numerical
train1966,Numerical,Numerical
train1967,Numerical,Numerical
train1968,Numerical,Numerical
train1969,Numerical,Numerical
train1970,Numerical,Numerical
train1971,Numerical,Numerical
train1972,Numerical,Numerical
train1973,Numerical,Numerical
train1974,Numerical,Numerical
train1975,Numerical,Numerical
train1976,Numerical,Numerical
train1977,Numerical,Numerical
train1978,Numerical,Numerical
train1979,Numerical,Numerical
train1980,Numerical,Numerical
train1981,Numerical,Numerical
train1982,Numerical,Numerical
train1983,Numerical,Numerical
train1984,Numerical,Numerical
train1985,Numerical,Numerical
train1986,Numerical,Numerical
train1987,Numerical,Numerical
train1988,Numerical,Numerical
train1989,Numerical,Numerical
train1990,Numerical,Numerical
train1991,Numerical,Numerical
train1992,Numerical,Numerical
train1993,Numerical,Numerical
train1994,Numerical,Numerical
train1995,Numerical,Numerical
train1996,Numerical,Numerical
train1997,Numerical,Numerical
train1998,Numerical,Numerical
train1999,Numerical,Numerical
train2000,Numerical,Numerical
train2001,Numerical,Numerical
train2002,Numerical,Numerical
train2003,Numerical,Numerical
train2004,Numerical,Numerical
train2005,Numerical,Numerical
train2006,Numerical,Numerical
train2007,Numerical,Numerical
train2008,Numerical,Numerical
train2009,Numerical,Numerical
train2010,Numerical,Numerical
train2011,Numerical,Numerical
train2012,Numerical,Numerical
train2013,Numerical,Numerical
train2014,Numerical,Numerical
train2015,Numerical,Numerical
train2016,Numerical,Numerical
train2017,Numerical,Numerical
train2018,Numerical,Numerical
train2019,Numerical,Numerical
train2020,Numerical,Numerical
train2021,Numerical,Numerical
train2022,Numerical,Numerical
train2023,Numerical,Numerical
train2024,Numerical,Numerical
train2025,Numerical,Numerical
train2026,Numerical,Numerical
train2027,Numerical,Numerical
train2028,Numerical,Numerical
train2029,Numerical,Numerical
train2030,Numerical,Numerical
train2031,Numerical,Numerical
train2032,Numerical,Numerical
train2033,Numerical,Numerical
train2034,Numerical,Numerical
train2035,Numerical,Numerical
train2036,Numerical,Numerical
train2037,Numerical,Numerical
train2038,Numerical,Numerical
train2039,Numerical,Numerical
train2040,Numerical,Numerical
train2041,Numerical,Numerical
train2042,Numerical,Numerical
train2043,Numerical,Numerical
train2044,Numerical,Numerical
train2045,Numerical,Numerical
train2046,Numerical,Numerical
train2047,Numerical,Numerical
train2048,Numerical,Numerical
train2049,Numerical,Numerical
train2050,Numerical,Numerical
train2051,Numerical,Numerical
train2052,Numerical,Numerical
train2053,Numerical,Numerical
train2054,Numerical,Numerical
train2055,Numerical,Numerical
train2056,Numerical,Numerical
train2057,Numerical,Numerical
train2058,Numerical,Numerical
train2059,Numerical,Numerical
train2060,Numerical,Numerical
train2061,Numerical,Numerical
train2062,Numerical,Numerical
train2063,Numerical,Numerical
train2064,Numerical,Numerical
train2065,Numerical,Numerical
train2066,Numerical,Numerical
train2067,Numerical,Numerical
train2068,Numerical,Numerical
