SampleID,A type,B type
train1090,Categorical,Numerical
train1091,Numerical,Binary
train1092,Numerical,Numerical
train1093,Numerical,Categorical
train1094,Categorical,Numerical
train1095,Categorical,Numerical
train1096,Numerical,Numerical
train1097,Categorical,Binary
train1098,Categorical,Numerical
train1099,Binary,Numerical
train1100,Categorical,Numerical
train1101,Numerical,Numerical
train1102,Categorical,Numerical
train1103,Numerical,Binary
train1104,Numerical,Numerical
train1105,Numerical,Binary
train1106,Numerical,Categorical
train1107,Categorical,Numerical
train1108,Categorical,Categorical
train1109,Numerical,Numerical
train1110,Numerical,Numerical
train1111,Numerical,Numerical
train1112,Numerical,Categorical
train1113,Numerical,Numerical
train1114,Numerical,Numerical
train1115,Numerical,Numerical
train1116,Numerical,Numerical
train1117,Numerical,Numerical
train1118,Numerical,Numerical
train1119,Numerical,Numerical
train1120,Binary,Numerical
train1121,Categorical,Numerical
train1122,Numerical,Numerical
train1123,Binary,Numerical
train1124,Numerical,Numerical
train1125,Binary,Numerical
train1126,Binary,Numerical
train1127,Numerical,Numerical
train1128,Numerical,Numerical
train1129,Numerical,Numerical
train1130,Numerical,Numerical
train1131,Numerical,Numerical
train1132,Numerical,Categorical
train1133,Numerical,Categorical
train1134,Numerical,Binary
train1135,Numerical,Numerical
train1136,Numerical,Categorical
train1137,Numerical,Numerical
train1138,Numerical,Binary
train1139,Numerical,Numerical
train1140,Categorical,Numerical
train1141,Numerical,Numerical
train1142,Categorical,Numerical
train1143,Numerical,Numerical
train1144,Binary,Numerical
train1145,Numerical,Numerical
train1146,Categorical,Numerical
train1147,Numerical,Numerical
train1148,Numerical,Categorical
train1149,Numerical,Numerical
train1150,Numerical,Numerical
train1151,Numerical,Numerical
train1152,Categorical,Numerical
train1153,Numerical,Binary
train1154,Numerical,Numerical
train1155,Numerical,Numerical
train1156,Numerical,Numerical
train1157,Numerical,Categorical
train1158,Numerical,Numerical
train1159,Categorical,Numerical
train1160,Numerical,Numerical
train1161,Numerical,Numerical
train1162,Numerical,Numerical
train1163,Numerical,Numerical
train1164,Binary,Numerical
train1165,Binary,Numerical
train1166,Numerical,Numerical
train1167,Numerical,Numerical
train1168,Numerical,Numerical
train1169,Numerical,Binary
train1170,Numerical,Numerical
train1171,Numerical,Numerical
train1172,Binary,Numerical
train1173,Numerical,Numerical
train1174,Binary,Categorical
train1175,Categorical,Binary
train1176,Binary,Numerical
train1177,Numerical,Numerical
train1178,Numerical,Binary
train1179,Numerical,Numerical
train1180,Numerical,Categorical
train1181,Numerical,Numerical
train1182,Numerical,Numerical
train1183,Numerical,Numerical
train1184,Numerical,Numerical
train1185,Binary,Numerical
train1186,Categorical,Numerical
train1187,Binary,Categorical
train1188,Numerical,Binary
train1189,Binary,Categorical
train1190,Binary,Numerical
train1191,Categorical,Numerical
train1192,Numerical,Numerical
train1193,Numerical,Numerical
train1194,Numerical,Numerical
train1195,Numerical,Numerical
train1196,Numerical,Numerical
train1197,Categorical,Binary
train1198,Numerical,Numerical
train1199,Numerical,Binary
train1200,Numerical,Numerical
train1201,Binary,Numerical
train1202,Numerical,Numerical
train1203,Numerical,Numerical
train1204,Binary,Numerical
train1205,Categorical,Binary
train1206,Numerical,Numerical
train1207,Numerical,Numerical
train1208,Categorical,Numerical
train1209,Numerical,Categorical
train1210,Numerical,Numerical
train1211,Numerical,Numerical
train1212,Categorical,Categorical
train1213,Numerical,Numerical
train1214,Numerical,Binary
train1215,Binary,Numerical
train1216,Numerical,Numerical
train1217,Binary,Numerical
train1218,Numerical,Numerical
train1219,Numerical,Numerical
train1220,Binary,Categorical
train1221,Numerical,Numerical
train1222,Categorical,Numerical
train1223,Numerical,Numerical
train1224,Numerical,Numerical
train1225,Numerical,Numerical
train1226,Numerical,Categorical
train1227,Binary,Numerical
train1228,Categorical,Numerical
train1229,Numerical,Numerical
train1230,Numerical,Numerical
train1231,Numerical,Numerical
train1232,Numerical,Numerical
train1233,Numerical,Numerical
train1234,Categorical,Numerical
train1235,Numerical,Numerical
train1236,Numerical,Binary
train1237,Binary,Numerical
train1238,Numerical,Numerical
train1239,Binary,Numerical
train1240,Numerical,Binary
train1241,Numerical,Numerical
train1242,Numerical,Numerical
train1243,Binary,Numerical
train1244,Numerical,Binary
train1245,Numerical,Numerical
train1246,Numerical,Numerical
train1247,Numerical,Numerical
train1248,Numerical,Numerical
train1249,Numerical,Numerical
train1250,Numerical,Categorical
train1251,Binary,Numerical
train1252,Numerical,Numerical
train1253,Categorical,Binary
train1254,Numerical,Categorical
train1255,Numerical,Numerical
train1256,Categorical,Numerical
train1257,Numerical,Numerical
train1258,Numerical,Numerical
train1259,Numerical,Binary
train1260,Categorical,Numerical
train1261,Numerical,Numerical
train1262,Categorical,Categorical
train1263,Numerical,Numerical
train1264,Binary,Numerical
train1265,Numerical,Numerical
train1266,Numerical,Binary
train1267,Categorical,Numerical
train1268,Numerical,Binary
train1269,Numerical,Numerical
train1270,Numerical,Numerical
train1271,Binary,Numerical
train1272,Numerical,Numerical
train1273,Numerical,Numerical
train1274,Categorical,Numerical
train1275,Numerical,Numerical
train1276,Categorical,Numerical
train1277,Categorical,Numerical
train1278,Numerical,Binary
train1279,Numerical,Numerical
train1280,Numerical,Numerical
train1281,Numerical,Binary
train1282,Numerical,Categorical
train1283,Numerical,Numerical
train1284,Numerical,Numerical
train1285,Numerical,Numerical
train1286,Binary,Numerical
train1287,Numerical,Binary
train1288,Categorical,Numerical
train1289,Numerical,Binary
train1290,Numerical,Numerical
train1291,Numerical,Numerical
train1292,Numerical,Numerical
train1293,Numerical,Numerical
train1294,Numerical,Numerical
train1295,Numerical,Numerical
train1296,Binary,Numerical
train1297,Numerical,Numerical
train1298,Categorical,Categorical
train1299,Numerical,Numerical
train1300,Numerical,Numerical
train1301,Numerical,Binary
train1302,Numerical,Numerical
train1303,Numerical,Numerical
train1304,Numerical,Numerical
train1305,Categorical,Numerical
train1306,Numerical,Numerical
train1307,Numerical,Numerical
train1308,Binary,Numerical
train1309,Numerical,Numerical
train1310,Numerical,Numerical
train1311,Numerical,Binary
train1312,Binary,Numerical
train1313,Binary,Categorical
train1314,Numerical,Numerical
train1315,Numerical,Numerical
train1316,Numerical,Numerical
train1317,Categorical,Categorical
train1318,Numerical,Numerical
train1319,Binary,Numerical
train1320,Numerical,Numerical
train1321,Numerical,Numerical
train1322,Numerical,Numerical
train1323,Numerical,Numerical
train1324,Numerical,Numerical
train1325,Binary,Numerical
train1326,Numerical,Binary
train1327,Categorical,Numerical
train1328,Numerical,Numerical
train1329,Numerical,Numerical
train1330,Numerical,Numerical
train1331,Categorical,Numerical
train1332,Numerical,Numerical
train1333,Numerical,Numerical
train1334,Numerical,Binary
train1335,Binary,Binary
train1336,Numerical,Numerical
train1337,Numerical,Numerical
train1338,Binary,Numerical
train1339,Numerical,Numerical
train1340,Numerical,Numerical
train1341,Numerical,Numerical
train1342,Numerical,Numerical
train1343,Categorical,Numerical
train1344,Numerical,Numerical
train1345,Numerical,Numerical
train1346,Binary,Binary
train1347,Numerical,Numerical
train1348,Numerical,Numerical
train1349,Binary,Categorical
train1350,Numerical,Numerical
train1351,Categorical,Numerical
train1352,Numerical,Binary
train1353,Numerical,Numerical
train1354,Numerical,Numerical
train1355,Numerical,Numerical
train1356,Numerical,Binary
train1357,Numerical,Binary
train1358,Numerical,Numerical
train1359,Numerical,Numerical
train1360,Numerical,Numerical
train1361,Categorical,Numerical
train1362,Numerical,Numerical
train1363,Numerical,Binary
train1364,Binary,Numerical
train1365,Numerical,Categorical
train1366,Numerical,Numerical
train1367,Numerical,Categorical
train1368,Binary,Numerical
train1369,Numerical,Categorical
train1370,Numerical,Categorical
train1371,Numerical,Numerical
train1372,Numerical,Numerical
train1373,Numerical,Numerical
train1374,Numerical,Numerical
train1375,Numerical,Binary
train1376,Numerical,Numerical
train1377,Categorical,Binary
train1378,Numerical,Numerical
train1379,Categorical,Binary
train1380,Numerical,Binary
train1381,Numerical,Numerical
train1382,Numerical,Categorical
train1383,Categorical,Numerical
train1384,Categorical,Numerical
train1385,Numerical,Categorical
train1386,Numerical,Numerical
train1387,Numerical,Categorical
train1388,Numerical,Categorical
train1389,Numerical,Numerical
train1390,Numerical,Numerical
train1391,Binary,Numerical
train1392,Numerical,Numerical
train1393,Numerical,Categorical
train1394,Numerical,Numerical
train1395,Numerical,Numerical
train1396,Numerical,Categorical
train1397,Numerical,Numerical
train1398,Numerical,Binary
train1399,Binary,Numerical
train1400,Numerical,Numerical
train1401,Numerical,Categorical
train1402,Numerical,Numerical
train1403,Binary,Binary
train1404,Categorical,Numerical
train1405,Numerical,Binary
train1406,Numerical,Numerical
train1407,Categorical,Numerical
train1408,Numerical,Binary
train1409,Binary,Numerical
train1410,Numerical,Numerical
train1411,Categorical,Numerical
train1412,Binary,Numerical
train1413,Numerical,Binary
train1414,Categorical,Numerical
train1415,Numerical,Numerical
train1416,Numerical,Binary
train1417,Binary,Numerical
train1418,Numerical,Numerical
train1419,Numerical,Numerical
train1420,Numerical,Numerical
train1421,Numerical,Categorical
train1422,Numerical,Numerical
train1423,Binary,Numerical
train1424,Binary,Numerical
train1425,Binary,Numerical
train1426,Numerical,Numerical
train1427,Numerical,Categorical
train1428,Numerical,Numerical
train1429,Numerical,Numerical
train1430,Numerical,Numerical
train1431,Binary,Numerical
train1432,Categorical,Numerical
train1433,Numerical,Numerical
train1434,Numerical,Numerical
train1435,Numerical,Numerical
train1436,Numerical,Binary
train1437,Numerical,Binary
train1438,Numerical,Numerical
train1439,Numerical,Numerical
train1440,Categorical,Numerical
train1441,Numerical,Numerical
train1442,Binary,Numerical
train1443,Numerical,Numerical
train1444,Numerical,Numerical
train1445,Numerical,Numerical
train1446,Numerical,Numerical
train1447,Binary,Binary
train1448,Numerical,Categorical
train1449,Numerical,Numerical
train1450,Numerical,Numerical
train1451,Numerical,Binary
train1452,Categorical,Binary
train1453,Binary,Binary
train1454,Numerical,Numerical
train1455,Numerical,Numerical
train1456,Numerical,Numerical
train1457,Numerical,Categorical
train1458,Categorical,Binary
train1459,Numerical,Numerical
train1460,Numerical,Numerical
train1461,Numerical,Numerical
train1462,Numerical,Numerical
train1463,Numerical,Categorical
train1464,Numerical,Numerical
train1465,Categorical,Numerical
train1466,Numerical,Numerical
train1467,Binary,Numerical
train1468,Categorical,Numerical
train1469,Numerical,Numerical
train1470,Numerical,Binary
train1471,Numerical,Numerical
train1472,Numerical,Numerical
train1473,Numerical,Numerical
train1474,Binary,Numerical
train1475,Numerical,Numerical
train1476,Numerical,Binary
train1477,Binary,Binary
train1478,Numerical,Numerical
train1479,Categorical,Numerical
train1480,Numerical,Numerical
train1481,Numerical,Numerical
train1482,Numerical,Numerical
train1483,Numerical,Binary
train1484,Numerical,Numerical
train1485,Numerical,Categorical
train1486,Numerical,Numerical
train1487,Numerical,Numerical
train1488,Numerical,Numerical
train1489,Numerical,Numerical
train1490,Numerical,Numerical
train1491,Numerical,Numerical
train1492,Numerical,Binary
train1493,Numerical,Numerical
train1494,Numerical,Numerical
train1495,Binary,Binary
train1496,Binary,Numerical
train1497,Numerical,Numerical
train1498,Numerical,Numerical
train1499,Numerical,Numerical
train1500,Numerical,Numerical
train1501,Numerical,Categorical
train1502,Numerical,Numerical
train1503,Numerical,Numerical
train1504,Categorical,Numerical
train1505,Binary,Numerical
train1506,Numerical,Binary
train1507,Numerical,Numerical
train1508,Numerical,Numerical
train1509,Numerical,Categorical
train1510,Numerical,Numerical
train1511,Numerical,Numerical
train1512,Numerical,Categorical
train1513,Numerical,Numerical
train1514,Numerical,Numerical
train1515,Numerical,Numerical
train1516,Numerical,Numerical
train1517,Binary,Categorical
train1518,Numerical,Numerical
train1519,Numerical,Numerical
train1520,Binary,Binary
train1521,Numerical,Categorical
train1522,Numerical,Numerical
train1523,Numerical,Numerical
train1524,Numerical,Numerical
train1525,Numerical,Numerical
train1526,Numerical,Numerical
train1527,Numerical,Numerical
train1528,Numerical,Binary
train1529,Numerical,Numerical
train1530,Binary,Numerical
train1531,Categorical,Numerical
train1532,Categorical,Numerical
train1533,Numerical,Numerical
train1534,Numerical,Numerical
train1535,Numerical,Numerical
train1536,Numerical,Numerical
train1537,Binary,Numerical
train1538,Numerical,Numerical
train1539,Numerical,Numerical
train1540,Numerical,Numerical
train1541,Numerical,Numerical
train1542,Numerical,Numerical
train1543,Categorical,Numerical
train1544,Numerical,Numerical
train1545,Numerical,Numerical
train1546,Binary,Numerical
train1547,Numerical,Numerical
train1548,Numerical,Numerical
train1549,Numerical,Numerical
train1550,Numerical,Numerical
train1551,Numerical,Numerical
train1552,Numerical,Numerical
train1553,Numerical,Binary
train1554,Numerical,Numerical
train1555,Numerical,Numerical
train1556,Numerical,Categorical
train1557,Numerical,Categorical
train1558,Binary,Numerical
train1559,Numerical,Numerical
train1560,Numerical,Numerical
train1561,Numerical,Binary
train1562,Numerical,Numerical
train1563,Categorical,Categorical
train1564,Numerical,Numerical
train1565,Binary,Numerical
train1566,Categorical,Binary
train1567,Numerical,Categorical
train1568,Numerical,Numerical
train1569,Numerical,Numerical
train1570,Binary,Numerical
train1571,Binary,Numerical
train1572,Numerical,Numerical
train1573,Numerical,Numerical
train1574,Binary,Numerical
train1575,Numerical,Numerical
train1576,Numerical,Numerical
train1577,Numerical,Numerical
train1578,Numerical,Binary
train1579,Numerical,Numerical
train1580,Categorical,Numerical
train1581,Categorical,Numerical
train1582,Numerical,Numerical
train1583,Numerical,Numerical
train1584,Numerical,Binary
train1585,Numerical,Numerical
train1586,Categorical,Numerical
train1587,Numerical,Numerical
train1588,Numerical,Categorical
train1589,Numerical,Numerical
train1590,Numerical,Numerical
train1591,Binary,Binary
train1592,Numerical,Categorical
train1593,Binary,Numerical
train1594,Numerical,Numerical
train1595,Numerical,Categorical
train1596,Numerical,Numerical
train1597,Categorical,Numerical
train1598,Binary,Numerical
train1599,Numerical,Numerical
train1600,Binary,Numerical
train1601,Categorical,Categorical
train1602,Numerical,Numerical
train1603,Numerical,Numerical
train1604,Numerical,Numerical
train1605,Numerical,Numerical
train1606,Binary,Numerical
train1607,Numerical,Numerical
train1608,Numerical,Numerical
train1609,Categorical,Numerical
train1610,Categorical,Numerical
train1611,Numerical,Numerical
train1612,Numerical,Numerical
train1613,Numerical,Numerical
train1614,Numerical,Numerical
train1615,Numerical,Numerical
train1616,Binary,Numerical
train1617,Numerical,Numerical
train1618,Binary,Binary
train1619,Numerical,Numerical
train1620,Numerical,Numerical
train1621,Numerical,Numerical
train1622,Categorical,Numerical
train1623,Categorical,Numerical
train1624,Binary,Numerical
train1625,Numerical,Numerical
train1626,Numerical,Categorical
train1627,Numerical,Numerical
train1628,Numerical,Numerical
train1629,Binary,Binary
train1630,Numerical,Numerical
train1631,Categorical,Numerical
train1632,Numerical,Categorical
train1633,Numerical,Numerical
train1634,Numerical,Numerical
train1635,Categorical,Numerical
train1636,Numerical,Numerical
train1637,Numerical,Categorical
train1638,Numerical,Numerical
train1639,Numerical,Numerical
train1640,Binary,Numerical
train1641,Binary,Numerical
train1642,Numerical,Numerical
train1643,Numerical,Binary
train1644,Categorical,Categorical
train1645,Numerical,Numerical
train1646,Numerical,Numerical
train1647,Numerical,Binary
train1648,Categorical,Numerical
train1649,Categorical,Numerical
train1650,Numerical,Numerical
train1651,Numerical,Numerical
train1652,Numerical,Numerical
train1653,Numerical,Binary
train1654,Binary,Numerical
train1655,Categorical,Binary
train1656,Numerical,Numerical
train1657,Numerical,Categorical
train1658,Numerical,Numerical
train1659,Numerical,Numerical
train1660,Numerical,Numerical
train1661,Numerical,Binary
train1662,Numerical,Numerical
train1663,Categorical,Numerical
train1664,Numerical,Categorical
train1665,Numerical,Numerical
train1666,Numerical,Numerical
train1667,Numerical,Numerical
train1668,Numerical,Numerical
train1669,Numerical,Numerical
train1670,Numerical,Numerical
train1671,Numerical,Numerical
train1672,Numerical,Binary
train1673,Categorical,Numerical
train1674,Numerical,Numerical
train1675,Numerical,Categorical
train1676,Categorical,Numerical
train1677,Numerical,Numerical
train1678,Numerical,Numerical
train1679,Numerical,Categorical
train1680,Numerical,Categorical
train1681,Numerical,Binary
train1682,Numerical,Categorical
train1683,Binary,Numerical
train1684,Numerical,Numerical
train1685,Categorical,Binary
train1686,Numerical,Numerical
train1687,Numerical,Numerical
train1688,Binary,Numerical
train1689,Numerical,Numerical
train1690,Numerical,Categorical
train1691,Numerical,Numerical
train1692,Numerical,Binary
train1693,Numerical,Binary
train1694,Numerical,Numerical
train1695,Numerical,Numerical
train1696,Numerical,Numerical
train1697,Numerical,Numerical
train1698,Numerical,Numerical
train1699,Categorical,Binary
train1700,Numerical,Binary
train1701,Numerical,Numerical
train1702,Numerical,Numerical
train1703,Numerical,Numerical
train1704,Numerical,Numerical
train1705,Numerical,Numerical
train1706,Numerical,Numerical
train1707,Numerical,Categorical
train1708,Numerical,Numerical
train1709,Numerical,Binary
train1710,Categorical,Numerical
train1711,Numerical,Numerical
train1712,Numerical,Categorical
train1713,Numerical,Numerical
train1714,Numerical,Binary
train1715,Numerical,Binary
train1716,Numerical,Binary
train1717,Numerical,Numerical
train1718,Categorical,Numerical
train1719,Numerical,Binary
train1720,Numerical,Categorical
train1721,Numerical,Numerical
train1722,Numerical,Binary
train1723,Numerical,Numerical
train1724,Numerical,Numerical
train1725,Categorical,Categorical
train1726,Categorical,Numerical
train1727,Numerical,Categorical
train1728,Numerical,Numerical
train1729,Numerical,Numerical
train1730,Numerical,Numerical
train1731,Numerical,Numerical
train1732,Categorical,Numerical
train1733,Numerical,Numerical
train1734,Categorical,Numerical
train1735,Numerical,Numerical
train1736,Categorical,Binary
train1737,Numerical,Numerical
train1738,Categorical,Numerical
train1739,Categorical,Numerical
train1740,Numerical,Numerical
train1741,Numerical,Binary
train1742,Binary,Numerical
train1743,Numerical,Numerical
train1744,Binary,Numerical
train1745,Numerical,Numerical
train1746,Numerical,Numerical
train1747,Categorical,Binary
train1748,Numerical,Numerical
train1749,Numerical,Numerical
train1750,Numerical,Numerical
train1751,Numerical,Numerical
train1752,Binary,Categorical
train1753,Numerical,Categorical
train1754,Numerical,Numerical
train1755,Numerical,Numerical
train1756,Categorical,Numerical
train1757,Numerical,Numerical
train1758,Numerical,Numerical
train1759,Numerical,Categorical
train1760,Categorical,Numerical
train1761,Numerical,Numerical
train1762,Numerical,Numerical
train1763,Numerical,Numerical
train1764,Binary,Binary
train1765,Numerical,Numerical
train1766,Numerical,Binary
train1767,Numerical,Categorical
train1768,Categorical,Numerical
train1769,Numerical,Numerical
train1770,Numerical,Numerical
train1771,Numerical,Numerical
train1772,Categorical,Numerical
train1773,Numerical,Numerical
train1774,Numerical,Numerical
train1775,Numerical,Binary
train1776,Numerical,Numerical
train1777,Numerical,Numerical
train1778,Binary,Numerical
train1779,Numerical,Numerical
train1780,Categorical,Binary
train1781,Numerical,Numerical
train1782,Numerical,Numerical
train1783,Numerical,Numerical
train1784,Binary,Numerical
train1785,Numerical,Numerical
train1786,Numerical,Numerical
train1787,Categorical,Numerical
train1788,Numerical,Numerical
train1789,Numerical,Binary
train1790,Numerical,Numerical
train1791,Numerical,Numerical
train1792,Numerical,Numerical
train1793,Numerical,Numerical
train1794,Numerical,Numerical
train1795,Numerical,Numerical
train1796,Numerical,Numerical
train1797,Numerical,Numerical
train1798,Binary,Numerical
train1799,Numerical,Numerical
train1800,Numerical,Numerical
train1801,Numerical,Binary
train1802,Numerical,Numerical
train1803,Numerical,Numerical
train1804,Numerical,Categorical
train1805,Binary,Categorical
train1806,Numerical,Numerical
train1807,Numerical,Numerical
train1808,Numerical,Numerical
train1809,Numerical,Categorical
train1810,Numerical,Binary
train1811,Numerical,Numerical
train1812,Numerical,Numerical
train1813,Numerical,Binary
train1814,Numerical,Categorical
train1815,Numerical,Categorical
train1816,Numerical,Numerical
train1817,Numerical,Numerical
train1818,Numerical,Numerical
train1819,Numerical,Numerical
train1820,Categorical,Numerical
train1821,Numerical,Numerical
train1822,Numerical,Numerical
train1823,Numerical,Categorical
train1824,Numerical,Numerical
train1825,Numerical,Numerical
train1826,Numerical,Numerical
train1827,Numerical,Numerical
train1828,Numerical,Categorical
train1829,Numerical,Numerical
train1830,Numerical,Numerical
train1831,Numerical,Numerical
train1832,Categorical,Numerical
train1833,Numerical,Binary
train1834,Categorical,Numerical
train1835,Numerical,Numerical
train1836,Binary,Categorical
train1837,Numerical,Categorical
train1838,Numerical,Numerical
train1839,Numerical,Binary
train1840,Categorical,Numerical
train1841,Numerical,Numerical
train1842,Numerical,Numerical
train1843,Numerical,Numerical
train1844,Numerical,Numerical
train1845,Numerical,Numerical
train1846,Numerical,Numerical
train1847,Categorical,Numerical
train1848,Numerical,Numerical
train1849,Binary,Numerical
train1850,Numerical,Numerical
train1851,Numerical,Numerical
train1852,Numerical,Categorical
train1853,Numerical,Binary
train1854,Numerical,Binary
train1855,Numerical,Numerical
train1856,Binary,Binary
train1857,Numerical,Numerical
train1858,Numerical,Numerical
train1859,Numerical,Categorical
train1860,Numerical,Numerical
train1861,Numerical,Numerical
train1862,Numerical,Numerical
train1863,Numerical,Numerical
train1864,Numerical,Numerical
train1865,Numerical,Numerical
train1866,Numerical,Numerical
train1867,Binary,Numerical
train1868,Categorical,Numerical
train1869,Categorical,Categorical
train1870,Numerical,Numerical
train1871,Numerical,Numerical
train1872,Numerical,Numerical
train1873,Numerical,Numerical
train1874,Binary,Numerical
train1875,Numerical,Numerical
train1876,Binary,Numerical
train1877,Numerical,Numerical
train1878,Numerical,Numerical
train1879,Numerical,Numerical
train1880,Numerical,Numerical
train1881,Binary,Numerical
train1882,Numerical,Binary
train1883,Numerical,Numerical
train1884,Numerical,Numerical
train1885,Numerical,Numerical
train1886,Numerical,Numerical
train1887,Numerical,Numerical
train1888,Numerical,Binary
train1889,Numerical,Binary
train1890,Numerical,Numerical
train1891,Numerical,Numerical
train1892,Numerical,Numerical
train1893,Categorical,Numerical
train1894,Numerical,Numerical
train1895,Numerical,Numerical
train1896,Numerical,Numerical
train1897,Numerical,Numerical
train1898,Numerical,Numerical
train1899,Categorical,Numerical
train1900,Numerical,Numerical
train1901,Numerical,Numerical
train1902,Numerical,Numerical
train1903,Numerical,Numerical
train1904,Numerical,Numerical
train1905,Numerical,Numerical
train1906,Categorical,Numerical
train1907,Numerical,Numerical
train1908,Numerical,Numerical
train1909,Binary,Categorical
train1910,Numerical,Numerical
train1911,Numerical,Numerical
train1912,Numerical,Numerical
train1913,Numerical,Numerical
train1914,Numerical,Numerical
train1915,Numerical,Numerical
train1916,Binary,Numerical
train1917,Numerical,Numerical
train1918,Numerical,Numerical
train1919,Numerical,Numerical
train1920,Numerical,Binary
train1921,Numerical,Numerical
train1922,Numerical,Categorical
train1923,Numerical,Numerical
train1924,Numerical,Numerical
train1925,Numerical,Numerical
train1926,Numerical,Binary
train1927,Numerical,Numerical
train1928,Numerical,Numerical
train1929,Numerical,Binary
train1930,Numerical,Numerical
train1931,Numerical,Numerical
train1932,Numerical,Categorical
train1933,Categorical,Numerical
train1934,Numerical,Categorical
train1935,Numerical,Binary
train1936,Binary,Numerical
train1937,Numerical,Numerical
train1938,Numerical,Categorical
train1939,Numerical,Numerical
train1940,Categorical,Numerical
train1941,Numerical,Categorical
train1942,Numerical,Numerical
train1943,Numerical,Binary
train1944,Binary,Numerical
train1945,Numerical,Numerical
train1946,Numerical,Numerical
train1947,Numerical,Numerical
train1948,Numerical,Numerical
train1949,Numerical,Numerical
train1950,Numerical,Numerical
train1951,Numerical,Numerical
train1952,Numerical,Numerical
train1953,Binary,Numerical
train1954,Numerical,Binary
train1955,Numerical,Numerical
train1956,Binary,Numerical
train1957,Numerical,Categorical
train1958,Numerical,Numerical
train1959,Numerical,Numerical
train1960,Categorical,Numerical
train1961,Binary,Numerical
train1962,Numerical,Numerical
train1963,Numerical,Numerical
train1964,Categorical,Categorical
train1965,Numerical,Numerical
train1966,Numerical,Numerical
train1967,Numerical,Numerical
train1968,Categorical,Numerical
train1969,Binary,Numerical
train1970,Numerical,Binary
train1971,Numerical,Binary
train1972,Numerical,Numerical
train1973,Numerical,Numerical
train1974,Numerical,Numerical
train1975,Categorical,Categorical
train1976,Numerical,Numerical
train1977,Numerical,Numerical
train1978,Categorical,Numerical
train1979,Numerical,Binary
train1980,Binary,Numerical
train1981,Numerical,Numerical
train1982,Numerical,Categorical
train1983,Numerical,Numerical
train1984,Numerical,Categorical
train1985,Numerical,Numerical
train1986,Numerical,Binary
train1987,Numerical,Numerical
train1988,Numerical,Numerical
train1989,Numerical,Numerical
train1990,Numerical,Numerical
train1991,Numerical,Numerical
train1992,Numerical,Binary
train1993,Numerical,Categorical
train1994,Numerical,Numerical
train1995,Numerical,Numerical
train1996,Numerical,Numerical
train1997,Numerical,Numerical
train1998,Numerical,Numerical
train1999,Numerical,Categorical
train2000,Binary,Binary
train2001,Numerical,Numerical
train2002,Numerical,Numerical
train2003,Numerical,Numerical
train2004,Numerical,Numerical
train2005,Numerical,Numerical
train2006,Numerical,Categorical
train2007,Binary,Numerical
train2008,Categorical,Numerical
train2009,Binary,Numerical
train2010,Numerical,Numerical
train2011,Numerical,Categorical
train2012,Numerical,Numerical
train2013,Numerical,Numerical
train2014,Numerical,Numerical
train2015,Binary,Numerical
train2016,Numerical,Numerical
train2017,Numerical,Numerical
train2018,Numerical,Binary
train2019,Numerical,Numerical
train2020,Binary,Binary
train2021,Categorical,Numerical
train2022,Categorical,Numerical
train2023,Categorical,Numerical
train2024,Numerical,Numerical
train2025,Numerical,Numerical
train2026,Numerical,Numerical
train2027,Binary,Numerical
train2028,Numerical,Numerical
train2029,Numerical,Categorical
train2030,Binary,Numerical
train2031,Numerical,Categorical
train2032,Numerical,Binary
train2033,Numerical,Categorical
train2034,Binary,Numerical
train2035,Numerical,Numerical
train2036,Categorical,Numerical
train2037,Numerical,Numerical
train2038,Numerical,Numerical
train2039,Numerical,Numerical
train2040,Categorical,Numerical
train2041,Numerical,Numerical
train2042,Categorical,Numerical
train2043,Numerical,Numerical
train2044,Categorical,Numerical
train2045,Binary,Numerical
train2046,Numerical,Categorical
train2047,Numerical,Categorical
train2048,Numerical,Numerical
train2049,Binary,Binary
train2050,Numerical,Numerical
train2051,Binary,Numerical
train2052,Numerical,Binary
train2053,Numerical,Numerical
train2054,Binary,Binary
train2055,Numerical,Numerical
train2056,Numerical,Numerical
train2057,Categorical,Numerical
train2058,Numerical,Numerical
train2059,Numerical,Numerical
train2060,Numerical,Numerical
train2061,Numerical,Numerical
train2062,Numerical,Numerical
train2063,Categorical,Binary
train2064,Numerical,Numerical
train2065,Numerical,Numerical
train2066,Numerical,Numerical
train2067,Numerical,Categorical
train2068,Binary,Numerical
train2069,Numerical,Binary
train2070,Binary,Binary
train2071,Numerical,Numerical
train2072,Numerical,Binary
train2073,Binary,Numerical
train2074,Categorical,Numerical
train2075,Binary,Numerical
train2076,Binary,Numerical
train2077,Binary,Categorical
train2078,Numerical,Categorical
train2079,Numerical,Categorical
train2080,Numerical,Numerical
train2081,Numerical,Numerical
train2082,Numerical,Numerical
train2083,Numerical,Numerical
train2084,Numerical,Numerical
train2085,Numerical,Numerical
train2086,Numerical,Numerical
train2087,Numerical,Numerical
train2088,Categorical,Numerical
train2089,Numerical,Numerical
train2090,Numerical,Numerical
train2091,Numerical,Numerical
train2092,Numerical,Numerical
train2093,Binary,Binary
train2094,Categorical,Numerical
train2095,Numerical,Numerical
train2096,Binary,Binary
train2097,Numerical,Numerical
train2098,Numerical,Numerical
train2099,Numerical,Binary
train2100,Numerical,Categorical
train2101,Numerical,Binary
train2102,Categorical,Numerical
train2103,Numerical,Numerical
train2104,Numerical,Numerical
train2105,Numerical,Numerical
train2106,Numerical,Numerical
